时间,1-1路电阻,1-2路电阻,1-3路电阻,1-4路电阻,1-5路电阻,1-6路电阻,1-7路电阻,1-8路电阻,
2025-07-07 21:33:25 911,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 003,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 094,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 173,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 251,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 331,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 408,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 487,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 566,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 644,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 725,3263.220,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 801,1979.045,187.897,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 880,1979.045,170.247,295.800,4019.354,-,-,-,-,
2025-07-07 21:33:26 958,1979.045,170.247,261.749,4019.354,-,-,-,-,
2025-07-07 21:33:27 037,1979.045,170.247,261.749,4019.354,-,-,-,-,
2025-07-07 21:33:27 130,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 208,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 285,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 365,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 443,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 520,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 599,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 679,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 769,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 847,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:27 925,1979.045,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:28 006,1734.741,170.247,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:28 100,1734.741,158.255,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:28 193,1734.741,158.255,261.749,3221.947,-,-,-,-,
2025-07-07 21:33:28 270,1734.741,158.255,243.985,3221.947,-,-,-,-,
2025-07-07 21:33:28 349,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:28 429,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:28 522,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:28 599,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:28 678,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:28 755,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:28 833,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:28 926,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:29 017,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:29 098,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:29 177,1734.741,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:29 268,1631.691,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:29 349,1631.691,158.255,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:29 441,1631.691,150.462,243.985,3035.123,-,-,-,-,
2025-07-07 21:33:29 521,1631.691,150.462,235.336,3035.123,-,-,-,-,
2025-07-07 21:33:29 600,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:29 677,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:29 755,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:29 834,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:29 912,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:29 991,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 068,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 148,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 230,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 321,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 413,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 493,1631.691,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 572,1564.847,150.462,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 662,1564.847,146.757,235.336,2948.575,-,-,-,-,
2025-07-07 21:33:30 741,1564.847,146.757,229.832,2948.575,-,-,-,-,
2025-07-07 21:33:30 821,1564.847,146.757,229.832,2948.575,-,-,-,-,
2025-07-07 21:33:30 898,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:30 975,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 054,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 133,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 210,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 288,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 368,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 462,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 539,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 618,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 699,1564.847,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 790,1527.334,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 868,1527.334,146.757,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:31 945,1527.334,144.385,229.832,2753.965,-,-,-,-,
2025-07-07 21:33:32 024,1527.334,144.385,225.834,2753.965,-,-,-,-,
2025-07-07 21:33:32 102,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 179,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 258,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 337,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 419,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 513,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 606,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 683,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 761,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 841,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 918,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:32 998,1527.334,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:33 078,1497.181,144.385,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:33 170,1497.181,142.544,225.834,2717.316,-,-,-,-,
2025-07-07 21:33:33 265,1497.181,142.544,222.731,2717.316,-,-,-,-,
2025-07-07 21:33:33 357,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:33 436,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:33 529,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:33 608,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:33 686,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:33 766,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:33 843,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:33 922,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:34 001,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:34 079,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:34 170,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:34 249,1497.181,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:34 326,1472.578,142.544,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:34 405,1472.578,141.458,222.731,2663.933,-,-,-,-,
2025-07-07 21:33:34 499,1472.578,141.458,220.100,2663.933,-,-,-,-,
2025-07-07 21:33:34 592,1472.578,141.458,220.100,2663.933,-,-,-,-,
2025-07-07 21:33:34 670,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:34 761,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:34 838,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:34 919,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 011,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 103,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 180,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 259,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 352,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 431,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 510,1472.578,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 590,1454.124,141.458,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 682,1454.124,139.471,220.100,2631.542,-,-,-,-,
2025-07-07 21:33:35 761,1454.124,139.471,217.791,2631.542,-,-,-,-,
2025-07-07 21:33:35 854,1454.124,139.471,217.791,2631.542,-,-,-,-,
2025-07-07 21:33:35 931,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 011,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 089,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 182,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 259,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 337,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 414,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 492,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 569,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 648,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 727,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 806,1454.124,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 884,1442.284,139.471,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:36 977,1442.284,138.530,217.791,2630.238,-,-,-,-,
2025-07-07 21:33:37 056,1442.284,138.530,216.151,2630.238,-,-,-,-,
2025-07-07 21:33:37 135,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 227,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 318,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 396,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 473,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 552,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 632,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 708,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 788,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 880,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:37 956,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:38 034,1442.284,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:38 113,1429.768,138.530,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:38 191,1429.768,147.671,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:38 267,1429.768,147.671,216.151,2587.586,-,-,-,-,
2025-07-07 21:33:38 347,1429.768,147.671,237.827,2587.586,-,-,-,-,
2025-07-07 21:33:38 427,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:38 507,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:38 600,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:38 694,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:38 786,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:38 863,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:38 943,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 021,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 098,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 178,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 259,1429.768,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 351,6312.890,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 430,6312.890,147.671,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 508,6312.890,227.452,237.827,3044.739,-,-,-,-,
2025-07-07 21:33:39 587,6312.890,227.452,441.493,3044.739,-,-,-,-,
2025-07-07 21:33:39 665,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:39 745,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:39 823,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:39 901,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:39 979,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 059,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 137,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 215,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 292,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 372,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 450,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 528,6312.890,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 605,8957.063,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 683,8957.063,227.452,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 763,8957.063,215.815,441.493,4377.045,-,-,-,-,
2025-07-07 21:33:40 843,8957.063,215.815,445.429,4377.045,-,-,-,-,
2025-07-07 21:33:40 920,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:40 999,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 076,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 156,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 236,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 329,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 407,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 486,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 567,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 660,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 738,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 831,8957.063,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 909,6767.528,215.815,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:41 989,6767.528,200.359,445.429,4981.218,-,-,-,-,
2025-07-07 21:33:42 083,6767.528,200.359,380.545,4981.218,-,-,-,-,
2025-07-07 21:33:42 175,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 254,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 346,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 425,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 504,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 595,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 673,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 751,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 829,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 906,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:42 985,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:43 062,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:43 139,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:43 219,6767.528,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:43 313,7936.599,200.359,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:43 406,7936.599,174.267,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:43 484,7936.599,174.267,380.545,4717.123,-,-,-,-,
2025-07-07 21:33:43 561,7936.599,174.267,351.746,4717.123,-,-,-,-,
2025-07-07 21:33:43 653,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:43 733,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:43 810,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:43 888,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:43 966,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 047,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 125,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 203,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 280,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 359,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 451,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 528,7936.599,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 607,8834.664,174.267,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 684,8834.664,166.976,351.746,7140.895,-,-,-,-,
2025-07-07 21:33:44 764,8834.664,166.976,341.520,7140.895,-,-,-,-,
2025-07-07 21:33:44 841,8834.664,166.976,341.520,7140.895,-,-,-,-,
2025-07-07 21:33:44 920,8834.664,166.976,341.520,7140.895,-,-,-,-,
2025-07-07 21:33:45 000,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 077,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 155,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 234,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 326,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 419,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 497,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 575,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 652,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 731,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 809,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 888,8834.664,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:45 968,9174.846,166.976,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:46 060,9174.846,154.802,341.520,9780.886,-,-,-,-,
2025-07-07 21:33:46 141,9174.846,154.802,323.602,9780.886,-,-,-,-,
2025-07-07 21:33:46 233,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 311,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 391,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 470,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 548,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 627,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 720,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 812,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 890,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:46 971,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:47 064,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:47 153,9174.846,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:47 233,7170.192,154.802,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:47 312,7170.192,119.674,323.602,9945.651,-,-,-,-,
2025-07-07 21:33:47 389,7170.192,119.674,267.393,9945.651,-,-,-,-,
2025-07-07 21:33:47 470,7170.192,119.674,267.393,9945.651,-,-,-,-,
2025-07-07 21:33:47 561,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:47 641,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:47 718,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:47 812,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:47 905,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:47 982,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 060,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 138,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 217,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 294,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 373,7170.192,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 451,6293.939,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 528,6293.939,119.674,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 607,6293.939,112.688,267.393,6874.000,-,-,-,-,
2025-07-07 21:33:48 698,6293.939,112.688,253.737,6874.000,-,-,-,-,
2025-07-07 21:33:48 780,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:48 857,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:48 934,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 012,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 091,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 169,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 261,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 337,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 415,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 496,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 574,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 651,6293.939,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 731,5837.437,112.688,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 808,5837.437,108.968,253.737,5750.933,-,-,-,-,
2025-07-07 21:33:49 899,5837.437,108.968,245.953,5750.933,-,-,-,-,
2025-07-07 21:33:49 976,5837.437,108.968,245.953,5750.933,-,-,-,-,
2025-07-07 21:33:50 055,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 135,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 214,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 306,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 384,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 461,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 541,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 633,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 726,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 805,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 897,5837.437,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:50 976,5541.359,108.968,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:51 068,5541.359,106.202,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:51 145,5541.359,106.202,245.953,5451.020,-,-,-,-,
2025-07-07 21:33:51 239,5541.359,106.202,240.573,5451.020,-,-,-,-,
2025-07-07 21:33:51 316,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 394,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 474,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 551,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 629,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 710,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 804,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 898,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:51 975,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:52 068,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:52 160,5541.359,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:52 239,5259.651,106.202,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:52 319,5259.651,103.963,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:52 395,5259.651,103.963,240.573,5040.800,-,-,-,-,
2025-07-07 21:33:52 473,5259.651,103.963,236.219,5040.800,-,-,-,-,
2025-07-07 21:33:52 553,5259.651,103.963,236.219,5184.344,-,-,-,-,
2025-07-07 21:33:52 644,5259.651,103.963,236.219,5184.344,-,-,-,-,
2025-07-07 21:33:52 723,5259.651,103.963,236.219,5184.344,-,-,-,-,
2025-07-07 21:33:52 801,5259.651,103.963,236.219,5184.344,-,-,-,-,
2025-07-07 21:33:52 879,5259.651,103.963,236.219,5184.344,-,-,-,-,
